mode,threshold,precision,recall,accuracy,f1,fpr,tpr,n_pos,n_neg
hf,0.31,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.315,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.32,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.325,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.33,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.335,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.34,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.345,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.35,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.355,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.36,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.365,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.37,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.375,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.38,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.385,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.39,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.395,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.4,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.405,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.41,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.415,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.42,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.425,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.43,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.435,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.44,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.445,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.45,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.455,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.46,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.465,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.47,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.475,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.48,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.485,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.49,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.495,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.5,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.505,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.51,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.515,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.52,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.525,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.53,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.535,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.54,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.545,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.55,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.555,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.56,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.565,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.57,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.575,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.58,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.585,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.59,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.595,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.6,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.605,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.61,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.615,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.62,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.625,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.63,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.635,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.64,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.645,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.65,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.655,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.66,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.665,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.67,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.675,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.68,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.685,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.69,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.695,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.7,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.705,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.71,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.715,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.72,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.725,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.73,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.735,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.74,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.745,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.75,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.755,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.76,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.765,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.77,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.775,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.78,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.785,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.79,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.795,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.8,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.805,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.81,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.815,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.82,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.825,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.83,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.835,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.84,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.845,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.85,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.855,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.86,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.865,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.87,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.875,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.88,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.885,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.89,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.895,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.9,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.905,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.91,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.915,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.92,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.925,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.93,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.935,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.94,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.945,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.95,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.955,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.96,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.965,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.97,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.975,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.98,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.985,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.99,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,0.995,0.0,0.0,0.5,0.0,0.0,0.0,100,100
hf,1.0,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.0,0.5,1.0,0.5,0.666667,1.0,1.0,100,100
scanner,0.005,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.01,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.015,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.02,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.025,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.03,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.035,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.04,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.045,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.05,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.055,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.06,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.065,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.07,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.075,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.08,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.085,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.09,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.095,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.1,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.105,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.11,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.115,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.12,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.125,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.13,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.135,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.14,0.470899,0.89,0.445,0.615917,1.0,0.89,100,100
scanner,0.145,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.15,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.155,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.16,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.165,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.17,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.175,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.18,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.185,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.19,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.195,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.2,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.205,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.21,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.215,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.22,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.225,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.23,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.235,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.24,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.245,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.25,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.255,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.26,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.265,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.27,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.275,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.28,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.285,0.5,0.89,0.5,0.640288,0.89,0.89,100,100
scanner,0.29,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.295,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.3,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.305,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.31,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.315,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.32,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.325,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.33,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.335,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.34,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.345,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.35,0.8625,0.69,0.79,0.766667,0.11,0.69,100,100
scanner,0.355,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.36,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.365,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.37,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.375,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.38,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.385,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.39,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.395,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.4,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.405,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.41,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.415,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.42,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.425,0.967742,0.3,0.645,0.458015,0.01,0.3,100,100
scanner,0.43,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.435,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.44,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.445,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.45,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.455,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.46,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.465,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.47,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.475,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.48,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.485,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.49,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.495,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.5,1.0,0.24,0.62,0.387097,0.0,0.24,100,100
scanner,0.505,1.0,0.15,0.575,0.26087,0.0,0.15,100,100
scanner,0.51,1.0,0.15,0.575,0.26087,0.0,0.15,100,100
scanner,0.515,1.0,0.15,0.575,0.26087,0.0,0.15,100,100
scanner,0.52,1.0,0.15,0.575,0.26087,0.0,0.15,100,100
scanner,0.525,1.0,0.15,0.575,0.26087,0.0,0.15,100,100
scanner,0.53,1.0,0.15,0.575,0.26087,0.0,0.15,100,100
scanner,0.535,1.0,0.15,0.575,0.26087,0.0,0.15,100,100
scanner,0.54,1.0,0.14,0.57,0.245614,0.0,0.14,100,100
scanner,0.545,1.0,0.14,0.57,0.245614,0.0,0.14,100,100
scanner,0.55,1.0,0.14,0.57,0.245614,0.0,0.14,100,100
scanner,0.555,1.0,0.14,0.57,0.245614,0.0,0.14,100,100
scanner,0.56,1.0,0.14,0.57,0.245614,0.0,0.14,100,100
scanner,0.565,1.0,0.14,0.57,0.245614,0.0,0.14,100,100
scanner,0.57,1.0,0.14,0.57,0.245614,0.0,0.14,100,100
scanner,0.575,1.0,0.13,0.565,0.230088,0.0,0.13,100,100
scanner,0.58,1.0,0.13,0.565,0.230088,0.0,0.13,100,100
scanner,0.585,1.0,0.13,0.565,0.230088,0.0,0.13,100,100
scanner,0.59,1.0,0.13,0.565,0.230088,0.0,0.13,100,100
scanner,0.595,1.0,0.13,0.565,0.230088,0.0,0.13,100,100
scanner,0.6,1.0,0.13,0.565,0.230088,0.0,0.13,100,100
scanner,0.605,1.0,0.13,0.565,0.230088,0.0,0.13,100,100
scanner,0.61,1.0,0.13,0.565,0.230088,0.0,0.13,100,100
scanner,0.615,1.0,0.1,0.55,0.181818,0.0,0.1,100,100
scanner,0.62,1.0,0.1,0.55,0.181818,0.0,0.1,100,100
scanner,0.625,1.0,0.1,0.55,0.181818,0.0,0.1,100,100
scanner,0.63,1.0,0.1,0.55,0.181818,0.0,0.1,100,100
scanner,0.635,1.0,0.1,0.55,0.181818,0.0,0.1,100,100
scanner,0.64,1.0,0.1,0.55,0.181818,0.0,0.1,100,100
scanner,0.645,1.0,0.1,0.55,0.181818,0.0,0.1,100,100
scanner,0.65,1.0,0.05,0.525,0.095238,0.0,0.05,100,100
scanner,0.655,1.0,0.05,0.525,0.095238,0.0,0.05,100,100
scanner,0.66,1.0,0.05,0.525,0.095238,0.0,0.05,100,100
scanner,0.665,1.0,0.05,0.525,0.095238,0.0,0.05,100,100
scanner,0.67,1.0,0.05,0.525,0.095238,0.0,0.05,100,100
scanner,0.675,1.0,0.05,0.525,0.095238,0.0,0.05,100,100
scanner,0.68,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.685,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.69,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.695,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.7,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.705,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.71,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.715,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.72,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.725,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.73,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.735,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.74,1.0,0.04,0.52,0.076923,0.0,0.04,100,100
scanner,0.745,1.0,0.01,0.505,0.019802,0.0,0.01,100,100
scanner,0.75,1.0,0.01,0.505,0.019802,0.0,0.01,100,100
scanner,0.755,1.0,0.01,0.505,0.019802,0.0,0.01,100,100
scanner,0.76,1.0,0.01,0.505,0.019802,0.0,0.01,100,100
scanner,0.765,1.0,0.01,0.505,0.019802,0.0,0.01,100,100
scanner,0.77,1.0,0.01,0.505,0.019802,0.0,0.01,100,100
scanner,0.775,1.0,0.01,0.505,0.019802,0.0,0.01,100,100
scanner,0.78,1.0,0.01,0.505,0.019802,0.0,0.01,100,100
scanner,0.785,1.0,0.01,0.505,0.019802,0.0,0.01,100,100
scanner,0.79,1.0,0.01,0.505,0.019802,0.0,0.01,100,100
scanner,0.795,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.8,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.805,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.81,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.815,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.82,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.825,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.83,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.835,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.84,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.845,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.85,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.855,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.86,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.865,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.87,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.875,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.88,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.885,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.89,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.895,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.9,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.905,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.91,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.915,0.0,0.0,0.5,0.0,0.0,0.0,100,100
scanner,0.92,0.0,0.0,0.5,0.0,0.0,0.0,100,100
