id,row_index,label,phishing_prob,phishing_prob_cal,model_id,dataset
76,76,1,0.9999827146530151,0.9714904427528381,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
77,77,0,3.053391628782265e-05,0.04277991130948067,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
78,78,1,0.9999229907989502,0.9570275545120239,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
79,79,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
80,80,1,0.9999624490737915,0.965743899345398,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
81,81,1,0.9833023548126221,0.7929118871688843,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
82,82,1,0.9999883770942688,0.9742954969406128,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
83,83,0,5.439356391434558e-05,0.05423296242952347,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
84,84,1,0.025377074256539345,0.28916653990745544,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
85,85,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
86,86,1,0.8588457703590393,0.6431208252906799,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
87,87,1,0.9999845623970032,0.9728342890739441,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
88,88,0,0.00012410973431542516,0.06089474633336067,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
89,89,1,0.9999860525131226,0.9728738069534302,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
90,90,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
91,91,0,0.00029927893774583936,0.08512613922357559,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
92,92,0,1.1912488844245672e-05,0.032452844083309174,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
93,93,0,1.184756365546491e-05,0.032509200274944305,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
94,94,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
95,95,0,9.903416867018677e-06,0.03082030452787876,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
96,96,0,1.2855299246439245e-05,0.03361419215798378,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
97,97,0,0.00010029134136857465,0.059034205973148346,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
98,98,0,0.0006403044098988175,0.1051042303442955,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
99,99,0,0.9999411106109619,0.9611325860023499,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
100,100,1,0.9981005191802979,0.8779498934745789,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
101,101,0,0.1049136072397232,0.3340049684047699,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
102,102,1,0.9999838471412659,0.9727100133895874,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
103,103,1,0.9999873638153076,0.9742920994758606,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
104,104,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
105,105,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
106,106,1,0.9999834895133972,0.9723743200302124,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
107,107,1,0.9999842047691345,0.9728406667709351,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
108,108,1,0.9999881982803345,0.9737182855606079,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
109,109,0,0.002052535302937031,0.13498975336551666,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
110,110,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
111,111,1,0.9999891519546509,0.9737909436225891,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
112,112,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
113,113,1,0.9999875426292419,0.9736660122871399,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
114,114,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
115,115,0,1.1389473002054729e-05,0.03191374987363815,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
116,116,1,0.9999892711639404,0.9738743901252747,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
117,117,1,0.999959409236908,0.9638020992279053,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
118,118,0,0.0005669458187185228,0.09954098612070084,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
119,119,0,3.110627949354239e-05,0.041841164231300354,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
120,120,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
121,121,0,3.371526690898463e-05,0.04521462693810463,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
122,122,0,1.0324396498617716e-05,0.030930228531360626,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
123,123,0,5.794358366983943e-05,0.05680874362587929,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
124,124,0,8.508023165632039e-05,0.052173130214214325,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
125,125,0,0.00021909881616011262,0.0697823092341423,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
126,126,0,0.9999547004699707,0.9634883403778076,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
127,127,0,9.002138540381566e-06,0.030710384249687195,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
128,128,1,0.9957543015480042,0.8586099147796631,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
129,129,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
130,130,1,0.999988317489624,0.9734472632408142,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
131,131,0,0.0038845506496727467,0.1710566282272339,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
132,132,1,0.9999818205833435,0.9713889956474304,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
133,133,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
134,134,1,0.9982906579971313,0.8901183009147644,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
135,135,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
136,136,0,0.0004379155579954386,0.0896533727645874,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
137,137,1,0.9999668598175049,0.9670979976654053,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
138,138,1,0.9999809861183167,0.9712374806404114,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
139,139,1,0.9999851584434509,0.9732284545898438,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
140,140,1,0.9999842047691345,0.9726633429527283,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
141,141,1,0.9999862313270569,0.9728881120681763,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
142,142,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
143,143,0,0.020905334502458572,0.2278638482093811,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
144,144,0,0.0003488047223072499,0.08731046319007874,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
145,145,0,0.004141748417168856,0.17041908204555511,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
146,146,0,2.2337988411891274e-05,0.041563842445611954,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
147,147,0,0.0023209224455058575,0.1640327274799347,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
148,148,0,2.879561907320749e-05,0.04278746619820595,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
149,149,0,1.4743932297278661e-05,0.03610082343220711,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
150,150,0,0.10604424774646759,0.3558421730995178,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
151,151,1,0.5874630808830261,0.5271618366241455,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
152,152,0,0.000317855243338272,0.08230933547019958,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
153,153,0,0.006835883017629385,0.17268092930316925,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
154,154,1,0.9999889731407166,0.9741007685661316,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
155,155,1,0.999988853931427,0.9740476012229919,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
156,156,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
157,157,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
158,158,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
159,159,1,0.9987621903419495,0.8994060158729553,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
160,160,1,0.9999372363090515,0.9597089886665344,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
161,161,0,4.2268158722436056e-05,0.04883016645908356,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
162,162,0,2.2193054974195547e-05,0.04189155250787735,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
163,163,0,2.289871008542832e-05,0.03745831921696663,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
164,164,0,2.1586134607787244e-05,0.03606362268328667,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
165,165,1,0.999988317489624,0.9740426540374756,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
166,166,0,0.0003389421326573938,0.08324731886386871,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
167,167,0,0.0004173009656369686,0.09557902812957764,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
168,168,0,0.12080347537994385,0.347358375787735,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
169,169,0,1.6150095689226873e-05,0.033708859235048294,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
170,170,1,0.9999837875366211,0.9719509482383728,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
171,171,0,0.9998839497566223,0.9509761929512024,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
172,172,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
173,173,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
174,174,1,0.999935507774353,0.956680417060852,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
175,175,1,0.9953954815864563,0.8401092290878296,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
176,176,1,0.999985933303833,0.9732849597930908,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
177,177,1,0.9999850392341614,0.9733286499977112,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
178,178,1,0.2839714586734772,0.4200475811958313,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
179,179,1,0.9999893307685852,0.9740723371505737,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
180,180,0,0.025612952187657356,0.23909038305282593,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
181,181,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
182,182,1,0.9999290108680725,0.9579288363456726,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
183,183,0,0.014558224938809872,0.208359494805336,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
184,184,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
185,185,0,1.0344258953409735e-05,0.032212670892477036,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
186,186,0,1.1759533663280308e-05,0.03165494650602341,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
187,187,0,6.200208008522168e-05,0.05862240493297577,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
188,188,0,0.0048679448664188385,0.19543087482452393,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
189,189,0,0.0001912369334604591,0.06902050971984863,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
190,190,0,0.9999551773071289,0.9635717868804932,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
191,191,0,0.000908451562281698,0.10616876184940338,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
192,192,1,0.9999711513519287,0.9684333801269531,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
193,193,1,0.9999884366989136,0.9739182591438293,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
194,194,0,0.0005736970342695713,0.08868217468261719,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
195,195,1,0.9997549653053284,0.9364882111549377,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
196,196,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
197,197,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
198,198,0,0.4135153591632843,0.49668729305267334,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
199,199,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
200,200,1,0.0012611005222424865,0.1286199390888214,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
201,201,1,0.9999870657920837,0.9734718203544617,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
202,202,0,0.9789226651191711,0.778248131275177,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
203,203,1,0.9999883770942688,0.9742680191993713,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
204,204,1,0.9999693632125854,0.9676638245582581,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
205,205,1,0.9999880790710449,0.9738302826881409,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
206,206,1,0.9997397065162659,0.9377499222755432,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
207,207,0,0.0001286484330194071,0.06192851811647415,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
208,208,0,0.9995197057723999,0.9232844710350037,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
209,209,0,8.033596532186493e-05,0.05542699247598648,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
210,210,0,8.780119242146611e-05,0.06166538596153259,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
211,211,0,0.9960824847221375,0.8609965443611145,cybersectony/phishing-email-detection-distilbert_v2.4.1,data\holdout\ceas08.csv
